forecast_date,target,target_end_date,location,type,quantile,value
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.01,5637.894
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.025,7422.295
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.05,8479.557
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.1,10395.334
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.15,11043.251
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.2,11937.122
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.25,12415.116
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.3,12929.883
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.35,13247.154
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.4,13657.789
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.45,13954.315
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.5,14720.749
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.55,15092.201
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.6,15483.595
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.65,15796.33
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.7,16070.238
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.75,16627.211
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.8,17875.816
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.85,18254.878
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.9,19499.383
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.95,20976.399
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.975,22110.681
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,quantile,0.99,23843.125
2024-12-28,1 wk ahead admissions_influenza,2025-01-04,US,point,NA,14720.749
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.01,1754.307
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.025,5170.955
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.05,7823.065
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.1,9160.206
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.15,10320.58
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.2,10972.958
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.25,11492.344
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.3,12286.949
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.35,12653.736
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.4,13238.176
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.45,14159.589
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.5,14813.544
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.55,15246.018
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.6,15939.602
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.65,16383.061
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.7,17783.817
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.75,18167.202
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.8,18545.999
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.85,19596.725
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.9,20666.461
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.95,22525.113
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.975,24386.269
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,quantile,0.99,25214.922
2024-12-28,2 wk ahead admissions_influenza,2025-01-11,US,point,NA,14813.544
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.01,1824.6
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.025,2953.54
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.05,3978.502
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.1,6739.993
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.15,8753.034
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.2,9917.487
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.25,10698.438
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.3,11285.865
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.35,12152.738
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.4,13156.962
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.45,13668.898
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.5,14475.785
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.55,15215.355
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.6,16060.963
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.65,16872.282
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.7,17698.98
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.75,18507.319
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.8,19328.099
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.85,20525.067
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.9,21454.508
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.95,23171.229
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.975,25698.641
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,quantile,0.99,28073.613
2024-12-28,3 wk ahead admissions_influenza,2025-01-18,US,point,NA,14475.785
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.01,1997.488
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.025,2666.218
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.05,3626.009
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.1,5494.08
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.15,7207.221
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.2,8751.83
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.25,10021.837
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.3,11279.094
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.35,12523.594
2024-12-28,4 wk ahead admissions_influenza,2025-01-25,US,quantile,0.4,13880.05
