forecast_date,target,target_end_date,location,type,quantile,value
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.01,1756.697
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.025,1910.994
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.05,2106.212
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.1,2163.74
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.15,2269.366
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.2,2415.86
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.25,2494.31
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.3,2564.767
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.35,2791.037
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.4,2859.055
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.45,2977.364
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.5,3026.578
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.55,3059.711
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.6,3113.593
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.65,3185.837
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.7,3273.947
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.75,3423.022
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.8,3599.033
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.85,3698.006
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.9,3840.601
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.95,4073.783
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.975,4241.264
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,quantile,0.99,4670.025
2024-11-30,1 wk ahead admissions_influenza,2024-12-07,US,point,NA,3026.578
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.01,667.016
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.025,1304.656
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.05,1475.844
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.1,1768.352
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.15,2093.613
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.2,2338.231
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.25,2454.597
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.3,2646.15
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.35,2690.027
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.4,2774.526
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.45,2859.662
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.5,2931.204
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.55,3012.736
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.6,3155.119
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.65,3209.658
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.7,3353.423
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.75,3469.109
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.8,3649.832
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.85,3694.744
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.9,4115.758
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.95,4501.757
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.975,4775.09
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,quantile,0.99,5108.946
2024-11-30,2 wk ahead admissions_influenza,2024-12-14,US,point,NA,2931.204
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.01,588.748
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.025,956.945
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.05,1263.59
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.1,1674.654
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.15,1819.612
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.2,2242.125
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.25,2404.282
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.3,2539.655
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.35,2777.198
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.4,2835.257
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.45,2900.377
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.5,3018.442
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.55,3208.607
2024-11-30,3 wk ahead admissions_influenza,2024-12-21,US,quantile,0.6,3301.544
